session_id,customer_id,visit_date,page_views
S0035746,C02791,2024-03-24,14
S0035747,C02791,2022-09-30,16
S0035748,C02791,2022-05-20,15
S0035749,C02791,2024-09-10,18
S0035750,C02791,2024-03-20,2
S0035751,C02791,2023-05-08,18
S0035752,C02791,2022-06-03,16
S0035753,C02791,2024-04-13,12
S0035754,C02791,2023-08-10,5
S0035755,C02791,2023-05-04,16
S0035756,C02791,2024-07-17,15
S0035757,C02791,2023-02-26,15
S0035758,C02791,2024-05-23,4
S0035759,C02791,2023-06-03,14
S0035760,C02791,2024-11-09,5
S0035761,C02791,2023-03-22,7
S0035762,C02791,2023-10-25,1
S0035763,C02791,2023-07-28,5
S0035764,C02791,2023-07-23,6
S0035765,C02791,2023-07-03,18
S0035766,C02791,2023-04-11,12
S0035767,C02791,2022-05-23,18
S0035768,C02791,2022-09-02,11
S0035769,C02792,2023-10-01,9
S0035770,C02792,2023-07-26,19
S0035771,C02792,2023-11-22,6
S0035772,C02792,2023-04-18,10
S0035773,C02792,2024-10-04,14
S0035774,C02792,2024-01-08,17
S0035775,C02792,2023-10-08,2
S0035776,C02792,2022-05-17,9
S0035777,C02792,2022-06-04,7
S0035778,C02792,2023-06-09,1
S0035779,C02792,2022-04-28,14
S0035780,C02792,2022-08-21,18
S0035781,C02792,2022-12-17,14
S0035782,C02792,2024-05-20,12
S0035783,C02792,2024-04-19,18
S0035784,C02792,2022-03-22,15
S0035785,C02792,2024-01-24,4
S0035786,C02792,2022-04-28,14
S0035787,C02792,2022-12-18,17
S0035788,C02792,2023-11-13,15
S0035789,C02793,2024-07-22,12
S0035790,C02793,2023-10-20,2
S0035791,C02793,2023-07-16,7
S0035792,C02793,2022-11-13,12
S0035793,C02793,2022-09-21,14
S0035794,C02793,2022-05-03,5
S0035795,C02793,2023-02-02,7
S0035796,C02793,2023-10-09,5
S0035797,C02793,2023-03-30,14
S0035798,C02793,2022-12-16,7
S0035799,C02794,2022-04-11,13
S0035800,C02794,2024-09-15,12
S0035801,C02794,2023-03-30,12
S0035802,C02794,2023-06-07,13
S0035803,C02794,2022-12-23,1
S0035804,C02794,2023-03-04,8
S0035805,C02794,2022-09-12,19
S0035806,C02794,2022-01-21,4
S0035807,C02794,2024-03-09,13
S0035808,C02794,2024-05-31,19
S0035809,C02794,2024-02-08,19
S0035810,C02794,2024-02-01,15
S0035811,C02794,2024-04-15,9
S0035812,C02794,2024-10-03,19
S0035813,C02794,2022-07-01,1
S0035814,C02794,2022-11-10,12
S0035815,C02794,2022-09-11,1
S0035816,C02794,2024-01-30,13
S0035817,C02794,2023-04-19,5
S0035818,C02794,2023-12-27,10
S0035819,C02794,2022-11-12,19
S0035820,C02795,2023-01-16,11
S0035821,C02795,2023-07-21,12
S0035822,C02795,2023-12-29,3
S0035823,C02795,2023-02-02,3
S0035824,C02795,2022-01-14,18
S0035825,C02795,2023-08-11,12
S0035826,C02795,2024-09-25,7
S0035827,C02795,2022-10-08,19
S0035828,C02796,2022-09-14,11
S0035829,C02796,2022-06-07,2
S0035830,C02796,2024-06-08,13
S0035831,C02796,2022-08-28,5
S0035832,C02796,2022-06-02,5
S0035833,C02796,2022-04-13,19
S0035834,C02796,2024-03-26,15
S0035835,C02796,2024-05-05,7
S0035836,C02796,2022-11-11,7
S0035837,C02796,2022-02-10,9
S0035838,C02796,2023-08-30,2
S0035839,C02796,2024-07-22,20
S0035840,C02796,2024-10-09,15
S0035841,C02796,2023-06-30,15
S0035842,C02797,2024-10-01,1
S0035843,C02797,2024-04-28,4
S0035844,C02797,2023-04-09,4
S0035845,C02797,2024-04-13,17
S0035846,C02797,2022-05-27,18
S0035847,C02797,2023-05-20,6
S0035848,C02797,2024-06-10,13
S0035849,C02797,2023-12-25,12
S0035850,C02797,2024-03-02,10
S0035851,C02797,2024-07-05,2
S0035852,C02797,2022-09-30,7
S0035853,C02797,2024-06-01,12
S0035854,C02797,2023-05-10,15
S0035855,C02797,2022-09-28,5
S0035856,C02797,2022-05-13,18
S0035857,C02797,2023-08-19,11
S0035858,C02797,2024-02-12,7
S0035859,C02797,2023-08-03,11
S0035860,C02797,2023-08-25,6
S0035861,C02797,2024-12-14,13
S0035862,C02797,2023-12-19,17
S0035863,C02797,2024-03-28,14
S0035864,C02798,2024-02-17,17
S0035865,C02798,2024-07-02,20
S0035866,C02798,2024-09-24,10
S0035867,C02798,2024-04-11,11
S0035868,C02798,2024-01-16,15
S0035869,C02798,2024-06-08,12
S0035870,C02798,2023-11-12,17
S0035871,C02798,2022-08-06,11
S0035872,C02798,2022-06-06,19
S0035873,C02798,2024-06-06,4
S0035874,C02798,2023-03-12,6
S0035875,C02798,2023-09-09,8
S0035876,C02798,2024-01-31,8
S0035877,C02798,2023-12-30,2
S0035878,C02798,2022-03-14,11
S0035879,C02799,2023-07-19,20
S0035880,C02799,2024-03-19,8
S0035881,C02799,2023-08-17,4
S0035882,C02799,2024-09-27,10
S0035883,C02799,2024-05-26,2
S0035884,C02799,2024-06-15,13
S0035885,C02799,2024-03-13,7
S0035886,C02799,2022-04-03,6
S0035887,C02799,2023-12-09,2
S0035888,C02799,2023-01-29,12
S0035889,C02800,2024-03-16,14
S0035890,C02800,2022-09-10,19
S0035891,C02800,2023-06-04,3
S0035892,C02800,2022-04-22,3
S0035893,C02800,2023-09-06,16
S0035894,C02800,2023-03-18,5
S0035895,C02800,2022-12-31,18
S0035896,C02800,2024-12-15,4
S0035897,C02800,2022-07-15,17
S0035898,C02800,2022-09-20,14
S0035899,C02800,2023-04-30,9
S0035900,C02800,2023-02-11,14
S0035901,C02800,2023-02-03,20
S0035902,C02800,2023-05-11,14
S0035903,C02800,2023-10-27,18
S0035904,C02800,2024-12-09,2
S0035905,C02800,2023-06-09,8
S0035906,C02800,2024-06-19,8
S0035907,C02800,2024-02-12,15
S0035908,C02800,2022-06-30,17
S0035909,C02800,2022-08-06,4
S0035910,C02800,2022-03-12,1
S0035911,C02800,2022-08-29,11
S0035912,C02800,2024-11-08,9
S0035913,C02801,2024-11-25,17
S0035914,C02801,2023-09-16,16
S0035915,C02801,2024-07-27,19
S0035916,C02801,2024-04-23,6
S0035917,C02801,2024-03-23,19
S0035918,C02801,2022-02-06,13
S0035919,C02801,2023-11-24,17
S0035920,C02801,2024-07-28,18
S0035921,C02801,2024-03-24,3
S0035922,C02801,2024-12-26,3
S0035923,C02801,2023-12-04,10
S0035924,C02801,2024-02-20,8
S0035925,C02801,2022-10-19,20
S0035926,C02801,2023-02-20,6
S0035927,C02801,2023-11-28,17
S0035928,C02801,2024-12-10,9
S0035929,C02801,2024-08-28,13
S0035930,C02801,2022-03-08,16
S0035931,C02801,2023-02-22,15
S0035932,C02801,2023-08-30,12
S0035933,C02801,2024-08-20,10
S0035934,C02801,2024-02-26,17
S0035935,C02801,2023-05-13,8
S0035936,C02802,2023-05-06,13
S0035937,C02802,2022-11-19,17
S0035938,C02802,2023-12-14,1
S0035939,C02802,2022-06-25,1
S0035940,C02802,2022-04-28,11
S0035941,C02802,2023-01-07,9
S0035942,C02802,2024-08-23,10
S0035943,C02802,2022-05-31,9
S0035944,C02802,2022-08-19,17
S0035945,C02802,2022-06-02,3
S0035946,C02802,2024-08-29,18
S0035947,C02802,2022-12-25,7
S0035948,C02802,2023-08-20,2
S0035949,C02802,2024-05-10,6
S0035950,C02802,2022-07-10,20
S0035951,C02802,2023-03-22,8
S0035952,C02802,2023-11-11,19
S0035953,C02802,2024-06-14,4
S0035954,C02802,2024-09-28,3
S0035955,C02802,2023-12-27,7
S0035956,C02802,2024-04-17,7
S0035957,C02802,2024-11-14,9
S0035958,C02802,2022-11-15,12
S0035959,C02802,2022-10-17,5
S0035960,C02802,2022-08-12,1
S0035961,C02803,2022-02-10,15
S0035962,C02803,2024-12-25,9
S0035963,C02803,2023-02-21,6
S0035964,C02803,2022-02-08,13
S0035965,C02803,2024-07-20,2
S0035966,C02803,2022-03-06,10
S0035967,C02803,2022-05-02,1
S0035968,C02803,2024-01-18,5
S0035969,C02803,2024-06-19,2
S0035970,C02803,2024-08-27,15
S0035971,C02804,2024-01-25,18
S0035972,C02804,2024-07-18,11
S0035973,C02804,2023-02-03,8
S0035974,C02804,2023-07-04,13
S0035975,C02804,2024-07-24,16
S0035976,C02804,2022-03-10,10
S0035977,C02804,2024-07-05,19
S0035978,C02804,2024-10-30,1
S0035979,C02804,2024-12-12,8
S0035980,C02804,2024-05-02,18
S0035981,C02804,2022-10-01,1
S0035982,C02804,2024-06-19,8
S0035983,C02804,2022-02-09,10
S0035984,C02804,2024-08-22,13
S0035985,C02804,2023-06-09,15
S0035986,C02804,2023-08-24,12
S0035987,C02804,2022-01-20,7
S0035988,C02805,2023-10-10,12
S0035989,C02805,2024-06-26,8
S0035990,C02805,2024-07-24,7
S0035991,C02805,2023-01-13,15
S0035992,C02805,2023-06-21,15
S0035993,C02805,2023-07-16,14
S0035994,C02805,2022-09-05,6
S0035995,C02805,2022-03-22,2
S0035996,C02806,2022-11-25,2
S0035997,C02806,2023-05-29,10
S0035998,C02806,2024-04-21,15
S0035999,C02806,2024-12-23,20
S0036000,C02806,2023-12-15,2
S0036001,C02806,2022-04-08,6
S0036002,C02806,2024-12-21,17
S0036003,C02807,2023-03-15,7
S0036004,C02807,2023-06-08,11
S0036005,C02808,2022-08-18,14
S0036006,C02808,2023-08-13,6
S0036007,C02808,2023-10-21,14
S0036008,C02808,2024-08-16,7
S0036009,C02808,2024-06-04,1
S0036010,C02808,2022-06-19,7
S0036011,C02808,2024-02-05,17
S0036012,C02808,2023-04-24,13
S0036013,C02808,2023-03-16,2
S0036014,C02808,2024-04-18,1
S0036015,C02809,2022-05-26,12
S0036016,C02809,2022-04-21,2
S0036017,C02809,2022-10-27,10
S0036018,C02809,2022-06-06,8
S0036019,C02809,2024-01-28,1
S0036020,C02809,2023-11-25,13
S0036021,C02809,2022-09-09,3
S0036022,C02809,2022-07-11,8
S0036023,C02809,2024-03-01,1
S0036024,C02810,2022-05-20,5
S0036025,C02810,2024-02-25,5
S0036026,C02810,2024-08-30,8
S0036027,C02810,2022-02-11,3
S0036028,C02810,2024-03-30,14
S0036029,C02810,2024-08-11,8
S0036030,C02810,2024-11-25,6
S0036031,C02810,2022-09-20,12
S0036032,C02810,2023-03-02,1
S0036033,C02810,2024-01-29,12
S0036034,C02810,2023-10-22,5
S0036035,C02810,2023-09-11,2
S0036036,C02810,2023-11-13,18
S0036037,C02810,2023-08-07,2
S0036038,C02810,2023-08-06,16
S0036039,C02810,2023-01-22,16
S0036040,C02810,2023-05-18,3
S0036041,C02811,2024-06-12,1
S0036042,C02811,2023-05-19,14
S0036043,C02811,2023-09-10,17
S0036044,C02811,2022-08-16,4
S0036045,C02811,2022-08-11,18
S0036046,C02811,2022-01-26,8
S0036047,C02811,2022-03-21,11
S0036048,C02811,2024-11-27,1
S0036049,C02811,2022-11-09,7
S0036050,C02811,2022-12-29,7
S0036051,C02811,2024-01-11,13
S0036052,C02811,2022-02-03,7
S0036053,C02811,2023-10-15,14
S0036054,C02811,2024-10-25,6
S0036055,C02811,2024-01-24,11
S0036056,C02812,2022-09-05,17
S0036057,C02812,2023-11-30,8
S0036058,C02812,2023-01-10,8
S0036059,C02812,2023-03-23,15
S0036060,C02812,2024-09-10,4
S0036061,C02812,2024-04-11,9
S0036062,C02812,2023-02-23,15
S0036063,C02812,2023-11-10,3
S0036064,C02812,2023-04-05,15
S0036065,C02812,2022-09-16,3
S0036066,C02812,2022-03-19,4
S0036067,C02812,2023-05-17,20
S0036068,C02812,2023-10-22,8
S0036069,C02812,2024-12-19,9
S0036070,C02812,2024-11-03,13
S0036071,C02812,2023-09-05,6
S0036072,C02812,2022-02-16,6
S0036073,C02812,2022-02-28,18
S0036074,C02812,2023-06-21,6
S0036075,C02813,2022-05-12,7
S0036076,C02813,2023-06-09,17
S0036077,C02813,2022-11-02,12
S0036078,C02813,2022-02-10,10
S0036079,C02813,2022-03-06,14
S0036080,C02813,2024-01-08,17
S0036081,C02813,2023-05-28,10
S0036082,C02813,2023-05-10,13
S0036083,C02813,2022-02-16,2
S0036084,C02813,2022-10-20,8
S0036085,C02813,2024-09-15,8
S0036086,C02813,2023-02-07,8
S0036087,C02813,2022-08-30,1
S0036088,C02813,2022-05-05,6
S0036089,C02813,2024-01-12,16
S0036090,C02813,2024-10-27,3
S0036091,C02813,2024-09-19,10
S0036092,C02813,2022-10-26,10
S0036093,C02813,2024-05-24,7
S0036094,C02813,2022-12-28,7
S0036095,C02814,2023-02-16,13
S0036096,C02814,2023-01-27,10
S0036097,C02814,2023-11-28,5
S0036098,C02814,2022-11-28,7
S0036099,C02814,2023-07-06,20
S0036100,C02814,2023-04-02,13
S0036101,C02814,2024-08-27,6
S0036102,C02814,2024-01-06,17
S0036103,C02814,2024-02-21,19
S0036104,C02814,2024-01-15,16
S0036105,C02814,2022-12-06,12
S0036106,C02814,2022-12-19,20
S0036107,C02814,2023-08-29,6
S0036108,C02814,2024-02-23,13
S0036109,C02814,2022-11-08,9
S0036110,C02814,2024-12-01,3
S0036111,C02814,2024-12-07,5
S0036112,C02814,2022-09-10,3
S0036113,C02814,2022-01-03,7
S0036114,C02814,2022-07-28,12
S0036115,C02814,2024-06-21,1
S0036116,C02814,2024-11-05,18
S0036117,C02814,2023-01-09,2
S0036118,C02814,2023-04-03,16
S0036119,C02815,2022-12-08,1
S0036120,C02815,2022-06-28,14
S0036121,C02815,2023-05-15,3
S0036122,C02815,2022-10-22,12
S0036123,C02815,2022-02-10,17
S0036124,C02815,2022-11-09,17
S0036125,C02815,2022-08-05,2
S0036126,C02815,2024-11-06,12
S0036127,C02815,2024-04-27,8
S0036128,C02815,2024-05-11,14
S0036129,C02815,2023-04-28,1
S0036130,C02815,2022-01-24,15
S0036131,C02815,2024-12-22,6
S0036132,C02815,2024-08-16,8
S0036133,C02815,2023-08-18,20
S0036134,C02815,2022-11-15,3
S0036135,C02815,2022-08-29,3
S0036136,C02816,2022-01-18,5
S0036137,C02816,2024-09-24,4
S0036138,C02816,2023-11-11,2
S0036139,C02816,2024-07-09,10
S0036140,C02816,2023-03-01,5
S0036141,C02816,2024-12-01,4
S0036142,C02817,2022-01-18,18
S0036143,C02817,2024-11-17,1
S0036144,C02817,2024-07-12,6
S0036145,C02817,2024-07-02,5
S0036146,C02817,2023-06-11,15
S0036147,C02817,2023-02-12,19
S0036148,C02817,2023-10-27,6
S0036149,C02818,2022-08-06,14
S0036150,C02818,2024-06-18,14
S0036151,C02818,2022-07-29,6
S0036152,C02818,2024-05-09,19
S0036153,C02818,2022-06-16,15
S0036154,C02818,2024-04-06,14
S0036155,C02818,2023-01-24,8
S0036156,C02818,2024-08-10,11
S0036157,C02819,2022-12-29,3
S0036158,C02819,2022-10-05,9
S0036159,C02819,2023-02-12,5
S0036160,C02819,2023-06-04,20
S0036161,C02819,2022-09-10,20
S0036162,C02819,2023-05-02,9
S0036163,C02819,2024-09-29,17
S0036164,C02819,2023-09-08,19
S0036165,C02819,2024-08-15,18
S0036166,C02819,2022-04-01,18
S0036167,C02819,2024-04-09,6
S0036168,C02819,2023-02-24,18
S0036169,C02819,2024-09-29,18
S0036170,C02819,2023-10-03,2
S0036171,C02819,2023-09-10,15
S0036172,C02819,2024-10-30,2
S0036173,C02819,2024-10-07,17
S0036174,C02819,2023-05-24,2
S0036175,C02819,2024-04-25,6
S0036176,C02819,2024-02-29,8
S0036177,C02819,2024-08-22,18
S0036178,C02820,2022-06-07,14
S0036179,C02820,2024-04-10,1
S0036180,C02820,2022-02-08,18
S0036181,C02820,2024-11-10,8
S0036182,C02820,2023-06-24,3
S0036183,C02820,2022-05-30,19
S0036184,C02820,2024-12-24,3
S0036185,C02820,2024-03-11,5
S0036186,C02820,2023-10-31,2
S0036187,C02820,2023-04-17,9
S0036188,C02821,2023-05-04,19
S0036189,C02821,2022-08-24,9
S0036190,C02821,2022-05-29,10
S0036191,C02821,2023-02-24,15
S0036192,C02821,2022-02-12,9
S0036193,C02821,2022-02-16,18
S0036194,C02821,2023-09-14,5
S0036195,C02821,2024-02-09,16
S0036196,C02821,2024-12-26,2
S0036197,C02821,2023-08-14,2
S0036198,C02821,2023-07-14,4
S0036199,C02821,2022-04-01,5
S0036200,C02821,2022-09-20,20
S0036201,C02821,2024-04-01,3
S0036202,C02821,2023-02-18,19
S0036203,C02821,2024-08-16,7
S0036204,C02821,2022-05-18,10
S0036205,C02822,2023-06-25,16
S0036206,C02822,2023-03-22,14
S0036207,C02822,2022-01-05,19
S0036208,C02822,2024-03-20,11
S0036209,C02822,2023-01-18,16
S0036210,C02822,2023-01-02,20
S0036211,C02822,2024-10-31,11
S0036212,C02822,2022-07-07,2
S0036213,C02822,2022-03-06,16
S0036214,C02822,2024-04-05,12
S0036215,C02822,2023-04-26,13
S0036216,C02822,2023-09-16,9
S0036217,C02822,2024-12-02,3
S0036218,C02822,2024-03-29,7
S0036219,C02822,2023-03-18,12
S0036220,C02822,2023-03-08,3
S0036221,C02822,2024-12-09,11
S0036222,C02822,2023-12-10,4
S0036223,C02822,2022-11-22,3
S0036224,C02822,2022-07-05,10
S0036225,C02822,2024-07-06,19
S0036226,C02822,2024-08-22,6
S0036227,C02822,2023-02-03,7
S0036228,C02822,2024-06-21,12
S0036229,C02822,2024-07-10,11
S0036230,C02823,2023-06-12,5
S0036231,C02823,2022-11-22,18
S0036232,C02823,2022-05-20,12
S0036233,C02823,2022-12-08,17
S0036234,C02823,2024-11-22,18
S0036235,C02823,2024-02-17,17
S0036236,C02823,2023-03-05,4
S0036237,C02823,2023-01-25,8
S0036238,C02823,2023-03-22,11
S0036239,C02823,2022-09-24,19
S0036240,C02823,2024-09-08,20
S0036241,C02823,2023-03-26,8
S0036242,C02823,2024-09-16,10
S0036243,C02823,2023-04-22,7
S0036244,C02823,2024-08-02,14
S0036245,C02823,2022-01-03,8
S0036246,C02823,2024-12-30,14
S0036247,C02823,2024-02-16,2
S0036248,C02823,2023-08-13,19
S0036249,C02823,2023-11-22,9
S0036250,C02823,2022-11-06,17
S0036251,C02823,2024-03-25,9
S0036252,C02823,2022-04-20,9
S0036253,C02823,2023-03-24,3
S0036254,C02824,2024-11-12,2
S0036255,C02824,2022-10-10,2
S0036256,C02824,2023-05-06,18
S0036257,C02824,2023-07-18,18
S0036258,C02824,2024-11-05,16
S0036259,C02824,2023-08-10,13
S0036260,C02824,2022-05-05,20
S0036261,C02824,2023-12-09,13
S0036262,C02824,2024-09-06,7
S0036263,C02824,2024-07-03,6
S0036264,C02824,2024-06-22,11
S0036265,C02824,2023-02-18,12
S0036266,C02824,2022-09-01,5
S0036267,C02824,2024-02-07,9
S0036268,C02824,2023-05-11,1
S0036269,C02825,2023-03-21,3
S0036270,C02825,2024-03-27,9
S0036271,C02825,2022-01-10,20
S0036272,C02825,2023-09-28,1
S0036273,C02825,2024-10-28,15
S0036274,C02825,2023-09-23,17
S0036275,C02825,2022-07-16,9
S0036276,C02825,2022-06-01,8
S0036277,C02825,2023-10-17,19
S0036278,C02825,2023-03-06,10
S0036279,C02825,2023-12-10,13
S0036280,C02825,2023-09-16,4
S0036281,C02825,2024-01-25,3
S0036282,C02825,2022-05-24,10
S0036283,C02825,2023-03-28,16
S0036284,C02825,2023-06-14,12
S0036285,C02825,2024-06-16,7
S0036286,C02825,2023-03-20,6
S0036287,C02825,2022-04-24,4
S0036288,C02825,2022-09-06,8
S0036289,C02825,2023-07-26,7
S0036290,C02826,2024-09-13,11
S0036291,C02826,2024-08-31,3
S0036292,C02826,2024-03-31,12
S0036293,C02826,2024-09-04,18
S0036294,C02826,2024-06-28,5
S0036295,C02826,2023-01-28,8
S0036296,C02826,2024-01-30,19
S0036297,C02826,2024-11-12,16
S0036298,C02826,2024-05-19,9
S0036299,C02826,2023-03-22,1
S0036300,C02826,2024-08-23,2
S0036301,C02826,2024-05-01,3
S0036302,C02826,2022-05-27,15
S0036303,C02826,2022-01-18,6
S0036304,C02826,2024-08-05,7
S0036305,C02827,2023-07-09,14
S0036306,C02827,2024-01-16,15
S0036307,C02827,2024-01-18,10
S0036308,C02828,2023-01-03,3
S0036309,C02828,2024-12-12,6
S0036310,C02828,2024-06-13,11
S0036311,C02828,2024-01-14,8
S0036312,C02828,2024-07-21,19
S0036313,C02828,2023-08-18,13
S0036314,C02828,2022-07-10,19
S0036315,C02828,2023-01-08,3
S0036316,C02828,2023-03-07,3
S0036317,C02828,2024-08-05,11
S0036318,C02828,2023-02-18,2
S0036319,C02828,2022-08-20,14
S0036320,C02828,2022-08-10,5
S0036321,C02828,2023-03-26,12
S0036322,C02828,2022-08-21,1
S0036323,C02828,2024-09-21,11
S0036324,C02828,2022-01-17,18
S0036325,C02828,2024-03-10,2
S0036326,C02828,2023-05-31,12
S0036327,C02828,2024-11-10,13
S0036328,C02829,2022-06-03,6
S0036329,C02829,2024-12-17,7
S0036330,C02829,2022-08-11,18
S0036331,C02829,2023-10-25,18
S0036332,C02829,2022-06-07,5
S0036333,C02829,2023-06-10,18
S0036334,C02829,2023-04-25,9
S0036335,C02829,2024-11-17,18
S0036336,C02829,2023-08-02,19
S0036337,C02829,2022-01-19,7
S0036338,C02829,2022-03-06,12
S0036339,C02829,2022-03-13,8
S0036340,C02829,2023-10-21,20
S0036341,C02829,2024-04-13,12
S0036342,C02829,2022-01-07,18
S0036343,C02829,2023-10-13,2
S0036344,C02829,2023-11-18,18
S0036345,C02829,2023-06-09,10
S0036346,C02829,2023-10-31,18
S0036347,C02829,2024-01-10,10
S0036348,C02829,2024-03-29,17
S0036349,C02829,2022-06-17,3
S0036350,C02829,2024-07-26,17
S0036351,C02830,2022-01-31,16
S0036352,C02830,2023-07-01,16
S0036353,C02830,2022-06-24,13
S0036354,C02830,2023-07-08,14
S0036355,C02830,2024-03-15,14
S0036356,C02830,2024-06-11,8
S0036357,C02830,2022-04-22,3
S0036358,C02830,2022-01-16,13
S0036359,C02830,2024-11-30,7
S0036360,C02830,2022-12-02,3
S0036361,C02830,2022-11-19,12
S0036362,C02830,2023-06-02,12
S0036363,C02830,2024-04-02,19
S0036364,C02830,2023-01-29,18
S0036365,C02830,2024-12-18,11
S0036366,C02830,2023-09-05,11
S0036367,C02830,2024-06-18,2
S0036368,C02830,2022-07-20,10
S0036369,C02830,2022-11-16,12
S0036370,C02830,2023-10-12,9
S0036371,C02830,2022-09-21,8
S0036372,C02831,2022-04-22,3
S0036373,C02831,2023-03-29,11
S0036374,C02831,2024-01-27,11
S0036375,C02831,2024-01-27,20
S0036376,C02831,2024-10-18,11
S0036377,C02831,2024-09-30,17
S0036378,C02831,2024-11-30,14
S0036379,C02831,2023-09-01,9
S0036380,C02831,2024-07-20,5
S0036381,C02831,2022-02-26,16
S0036382,C02831,2023-09-21,19
S0036383,C02831,2024-10-16,1
S0036384,C02831,2024-03-21,13
S0036385,C02831,2022-11-05,4
S0036386,C02831,2023-11-04,14
S0036387,C02831,2022-09-23,6
S0036388,C02831,2022-08-23,12
S0036389,C02831,2023-08-29,12
S0036390,C02831,2024-06-26,17
S0036391,C02831,2023-08-13,17
S0036392,C02831,2024-03-06,2
S0036393,C02832,2023-12-21,10
S0036394,C02832,2022-01-17,5
S0036395,C02832,2022-01-08,3
S0036396,C02832,2024-03-21,17
S0036397,C02832,2023-11-19,5
S0036398,C02833,2022-06-16,20
S0036399,C02833,2023-08-22,6
S0036400,C02833,2023-01-16,16
S0036401,C02833,2024-10-12,18
S0036402,C02833,2022-11-11,7
S0036403,C02833,2022-04-20,4
S0036404,C02833,2024-08-27,7
S0036405,C02833,2024-10-03,11
S0036406,C02833,2023-04-30,3
S0036407,C02833,2023-05-29,13
S0036408,C02833,2022-08-16,17
S0036409,C02833,2022-05-31,2
S0036410,C02833,2024-09-26,15
S0036411,C02833,2024-06-30,15
S0036412,C02833,2024-11-08,7
S0036413,C02833,2023-08-11,6
S0036414,C02833,2024-05-22,1
S0036415,C02833,2023-03-11,13
S0036416,C02833,2023-12-08,10
S0036417,C02834,2022-05-16,18
S0036418,C02834,2023-04-27,14
S0036419,C02834,2023-05-27,15
S0036420,C02834,2024-05-15,14
S0036421,C02834,2024-09-10,7
S0036422,C02834,2024-01-22,13
S0036423,C02834,2023-02-28,20
S0036424,C02834,2024-01-15,4
S0036425,C02834,2024-04-20,14
S0036426,C02834,2022-10-12,14
S0036427,C02834,2024-02-23,5
S0036428,C02834,2023-05-09,11
S0036429,C02834,2022-09-09,12
S0036430,C02834,2022-02-24,14
S0036431,C02835,2023-08-24,13
S0036432,C02835,2022-01-25,7
S0036433,C02835,2023-02-18,7
S0036434,C02835,2024-09-15,3
S0036435,C02835,2023-11-25,9
S0036436,C02835,2024-02-05,4
S0036437,C02835,2024-04-03,12
S0036438,C02835,2022-03-10,15
S0036439,C02835,2024-07-29,16
S0036440,C02835,2024-11-22,4
S0036441,C02835,2024-05-08,5
S0036442,C02835,2023-05-04,7
S0036443,C02835,2024-10-02,10
S0036444,C02835,2024-10-06,11
S0036445,C02835,2022-12-16,12
S0036446,C02835,2024-05-18,5
S0036447,C02835,2024-11-18,12
S0036448,C02835,2024-04-04,8
S0036449,C02835,2023-05-29,7
S0036450,C02835,2022-12-23,2
S0036451,C02835,2024-09-10,5
S0036452,C02835,2024-08-08,11
S0036453,C02835,2024-03-29,12
S0036454,C02836,2022-10-27,15
S0036455,C02836,2022-10-14,5
S0036456,C02836,2023-12-11,13
S0036457,C02836,2022-10-05,7
S0036458,C02836,2024-11-04,20
S0036459,C02836,2023-08-28,5
S0036460,C02837,2024-08-04,16
S0036461,C02837,2024-11-04,11
S0036462,C02837,2022-05-05,1
S0036463,C02837,2022-05-21,5
S0036464,C02837,2023-11-11,5
S0036465,C02837,2024-02-28,2
S0036466,C02837,2024-08-16,20
S0036467,C02837,2022-12-26,13
S0036468,C02837,2023-01-03,1
S0036469,C02837,2024-03-16,16
S0036470,C02837,2024-08-17,4
S0036471,C02837,2022-03-20,5
S0036472,C02837,2022-04-24,4
S0036473,C02837,2022-07-16,20
S0036474,C02837,2023-02-16,10
S0036475,C02837,2022-05-10,13
S0036476,C02837,2022-02-11,14
S0036477,C02838,2022-09-20,19
S0036478,C02838,2024-11-01,11
S0036479,C02838,2022-06-10,16
S0036480,C02838,2023-12-19,5
S0036481,C02838,2024-04-29,7
S0036482,C02838,2024-09-30,13
S0036483,C02838,2022-03-10,15
S0036484,C02838,2023-02-26,15
S0036485,C02838,2022-02-20,14
S0036486,C02838,2024-12-22,11
S0036487,C02838,2022-09-29,17
S0036488,C02838,2024-05-22,11
S0036489,C02838,2024-07-04,15
S0036490,C02838,2024-11-01,3
S0036491,C02838,2023-03-29,18
S0036492,C02838,2024-05-31,3
S0036493,C02838,2022-09-27,20
S0036494,C02838,2022-05-20,2
S0036495,C02838,2024-11-09,1
S0036496,C02838,2024-03-31,19
S0036497,C02838,2024-12-04,13
S0036498,C02838,2023-06-30,1
S0036499,C02838,2022-11-13,5
S0036500,C02838,2023-03-21,11
S0036501,C02838,2022-07-10,8
S0036502,C02839,2022-03-21,3
S0036503,C02839,2022-03-10,16
S0036504,C02839,2023-03-04,1
S0036505,C02839,2022-06-25,19
S0036506,C02839,2024-05-19,3
S0036507,C02839,2022-05-17,5
S0036508,C02839,2024-01-11,13
S0036509,C02839,2023-10-16,17
S0036510,C02839,2024-05-04,12
S0036511,C02839,2023-09-02,16
S0036512,C02840,2022-05-25,16
S0036513,C02840,2023-03-28,20
S0036514,C02840,2023-11-03,6
S0036515,C02840,2024-05-03,13
S0036516,C02841,2022-01-05,12
S0036517,C02841,2022-03-21,13
S0036518,C02841,2023-12-04,15
S0036519,C02841,2022-04-21,16
S0036520,C02841,2022-06-14,5
S0036521,C02841,2024-05-30,4
